12:02:34 [AI Object Patrol] Generating an example config...
12:03:38 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: HmoyAH1t2KejoSgtXMBbb7G-XqppYeWNJ-JGgiwVNzw=
12:03:38 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 20 - Creator UID: HmoyAH1t2KejoSgtXMBbb7G-XqppYeWNJ-JGgiwVNzw=
12:03:38 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: HmoyAH1t2KejoSgtXMBbb7G-XqppYeWNJ-JGgiwVNzw=
12:08:41 [MissionAirdrop] An airdrop is heading towards "Krautinsel" (pos=<8192.009766, 0.000000, 4341.879883> type=Random_KrautInsel) with a ExpansionAirdropContainer
14:20:41 [Safezone] Player "Agapito" (id=Kp552-DUmpXjFmzRHkPAo19gGBC4gSvKLPksgSQ_nac= pos=<4361.493652, 4.648983, 4031.010986>) Left the safezone
14:21:19 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<7162.204102, 69.699745, 8183.298828>) used the  ExpansionCarKey to lock a ExpansionMh6_Digital
14:22:57 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell huntingknife x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:22:57 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold huntingknife x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 40.
14:23:06 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:06 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:06 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:06 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:07 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:07 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold compass x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:08 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:08 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:09 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:09 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:09 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:09 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:10 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:10 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold chernarusmap x1 at the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) and got 1200.
14:23:19 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to purchase weaponcleaningkit x1 from the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>).
14:23:19 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has bought weaponcleaningkit x1 from the trader "Hunting (Peter [Hunter & Fish Trader])" in market zone "OUTLIVE Hunter&Fish Trader" (pos=<7173.500000, 72.561798, 8110.560059>) for a price of 2000.
14:40:17 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<7161.856934, 69.928940, 8180.706543>) used the  ExpansionCarKey to unlock a ExpansionMh6_Digital
14:49:18 [Expansion Quests] - CompleteQuest - Player with UID u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= has completed quest 84
14:49:18 [Expansion Quests] - ExpansionQuest - Quest owner ID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
14:49:18 [Expansion Quests] - ExpansionQuest - Quest ID: 84
14:49:18 [Expansion Quests] - ExpansionQuest - Quest state: 3
14:49:18 [Expansion Quests] - ExpansionQuest - Quest completed: true
14:50:25 [Expansion Quests] - CreateQuestInstance - Created new quest instance for player with UID u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= for quest 24
14:50:25 [Expansion Quests] - ExpansionQuest - Quest owner ID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
14:50:25 [Expansion Quests] - ExpansionQuest - Quest ID: 24
14:50:25 [Expansion Quests] - ExpansionQuest - Quest state: 1
14:50:25 [Expansion Quests] - ExpansionQuest - Quest completed: false
14:51:30 [Expansion Quests] - CancelQuestServer - Player with UID u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= has cancelled quest 24
14:51:32 [MissionAirdrop] An airdrop is heading towards "Airport" (pos=<8307.879883, 0.000000, 924.599976> type=Random_Airport) with a ExpansionAirdropContainer_Medical
14:51:32 [MissionAirdrop] An airdrop is heading towards "Airport" (pos=<8307.879883, 0.000000, 924.599976> type=Random_Airport) with a ExpansionAirdropContainer_Medical
14:52:49 [VehicleDestroyed] ExpansionMh6_Digital was destroyed at pos=<5113.976074, 12.671823, 8438.796875>
14:57:13 [Chat - Global]("Bflame"(id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=)): mad si tu?
15:16:47 [Expansion Quests] - SetupClientData - Got cached player quest data for player with UID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
15:16:47 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: OWXX6Y-5LFd-7A6ELi2o-QPO0kjmZUMZvMTKL0AQ_q0=
15:33:51 [Safezone] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<4189.291504, 133.222855, 4084.236084>) Entered the safezone
15:34:50 [Expansion Quests] - SetupClientData - Loaded existing player quest data for player with UID: z67WFg-Joo3MekD4H0kXOZXbSI0D6ip7P9dY0J-nUoM=
15:34:50 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 23 - Creator UID: z67WFg-Joo3MekD4H0kXOZXbSI0D6ip7P9dY0J-nUoM=
15:34:50 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 18 - Creator UID: z67WFg-Joo3MekD4H0kXOZXbSI0D6ip7P9dY0J-nUoM=
15:34:50 [Expansion Quests] - PlayerQuestsInit - Create new quest instance for quest: 7 - Creator UID: z67WFg-Joo3MekD4H0kXOZXbSI0D6ip7P9dY0J-nUoM=
15:35:08 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell expansioncarkey x1 at the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
15:35:09 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold expansioncarkey x1 at the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 200.
15:35:10 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to sell expansionhydraulichoses x1 at the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
15:35:10 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has sold expansionhydraulichoses x1 at the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) and got 250.
15:35:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to purchase expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
15:35:32 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has bought expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 500.
15:35:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to purchase expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
15:35:33 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has bought expansioncarkey x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 500.
15:35:49 [ATM Locker] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has deposited 5390 on his ATM account.
15:36:02 [ATM Locker] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has withdrawn 1000 from his ATM account.
15:36:16 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has send a requested to purchase expansionkeychain_green x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>).
15:36:16 [Market] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=) has bought expansionkeychain_green x1 from the trader "Vehicles (Peter [#STR_EXPANSION_MARKET_TRADER_VEHICLES])" in market zone "OUTLIVE Trader" (pos=<4291.589844, 25.247801, 4162.500000>) for a price of 1500.
15:36:38 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<4279.320801, 6.806857, 4154.375488>) paired a  ExpansionCarKey to ExpansionMh6_Digital
15:38:12 [Safezone] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<3791.957031, 193.107224, 4100.514648>) Left the safezone
15:41:12 [VehicleCarKey] Player "Bflame" (id=u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= pos=<87.317406, 402.655243, 3474.260254>) used the  ExpansionCarKey to lock a ExpansionMh6_Digital
15:46:42 [Expansion Quests] - CompleteQuest - Player with UID u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk= has completed quest 15
15:46:42 [Expansion Quests] - ExpansionQuest - Quest owner ID: u7jy1hFXeX-3C-ubChAdh59YiiyuY16LDVnTQIqtPmk=
15:46:42 [Expansion Quests] - ExpansionQuest - Quest ID: 15
15:46:42 [Expansion Quests] - ExpansionQuest - Quest state: 3
15:46:42 [Expansion Quests] - ExpansionQuest - Quest completed: true
